0,0,0,0,9,ap_hi;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,290,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,291,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,292,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,293,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,294,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,295,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,296,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,297,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,298,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,299,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,300,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,301,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,302,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,303,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,304,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,305,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,306,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,307,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,308,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,309,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,310,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,311,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,312,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,313,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,314,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,315,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,316,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,317,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,318,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,319,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,320,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,321,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,322,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,323,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,324,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,325,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,326,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,327,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,328,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,329,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,330,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,331,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,332,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,333,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,334,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,335,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,336,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,337,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,338,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,339,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,340,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,341,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,342,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,343,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,344,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,345,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,346,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,347,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,348,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,349,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,350,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,351,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,352,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,353,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,354,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,355,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,356,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,357,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,358,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,359,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,360,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,361,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,362,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,363,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,364,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,365,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,366,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,367,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,368,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,369,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,370,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,371,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,372,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,373,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,374,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,375,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,376,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,377,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,378,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,379,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,380,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,381,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,382,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,383,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,384,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,385,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,386,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,387,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,388,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,389,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,390,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,391,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,392,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,393,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,394,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,395,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,396,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,397,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,398,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,399,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,400,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,401,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,402,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,403,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,404,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,405,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,406,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,407,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,408,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,409,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,410,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,411,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,412,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,413,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,414,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,415,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,416,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,417,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,418,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,419,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,420,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,421,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,422,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,423,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,424,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,425,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,426,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,427,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,428,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,429,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,430,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,431,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,432,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,433,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,434,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,435,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,436,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,437,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,438,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,439,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,440,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,441,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,442,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,443,0,0,9,ap_hi;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,444,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,445,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,446,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,447,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,448,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,449,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,450,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,451,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,452,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,453,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,454,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,455,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,456,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,457,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,458,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,459,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,460,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,461,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,462,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,463,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,464,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,465,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,466,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,467,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,468,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,469,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,470,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,471,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,472,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,473,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,474,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,475,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,476,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,477,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,478,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,479,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,480,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,481,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,482,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,483,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,484,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,485,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,486,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,487,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,488,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,489,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,490,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,491,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,492,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,493,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,494,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,495,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,496,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,497,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,498,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,499,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,500,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,501,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,502,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,503,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,504,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,505,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,506,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,507,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,508,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,509,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,510,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,511,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,512,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,513,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,514,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,515,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,516,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,517,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,518,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,519,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,520,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,521,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,522,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,523,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,524,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,525,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,526,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,527,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,528,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,529,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,530,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,531,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,532,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,533,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,534,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,535,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,536,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,537,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,538,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,539,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,540,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,541,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,542,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,543,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,544,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,545,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,546,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,547,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,548,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,549,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,550,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,551,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,552,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,553,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,554,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,555,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,556,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,557,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,558,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,559,1,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,560,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,561,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,562,0,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,563,0,0,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
0,564,1,1,10,ap_hi;age;weight;height;ap_lo;cholesterol;gender;active;gluc;smoke
